«APN»,«Lot_Acreage»,lat,lon,cluster
07-032-0-000-0008-a-0-0,5,35.67567736,-80.09216346,123
07-032-0-000-0009-0-0-0,146,35.67408346,-80.0881131,123
07-032-0-000-0010-a-0-0,2.06,35.66680537,-80.085971,123
07-032-0-000-0011-0-0-0,9.73,35.66989782,-80.09464014,123
07-032-0-000-0025-0-0-0,4.64,35.67256866,-80.09289015,123
07-032-0-000-0026-0-0-0,2.83,35.67183798,-80.09266405,123
07-032-0-000-0027-0-0-0,6.05,35.67082145,-80.0927039,123
07-032-0-000-0032-0-0-0,8.66,35.66775922,-80.09285728,123
07-032-0-000-0035-0-0-0,7.2,35.66829232,-80.08807059,123
07-032-0-000-0043-a-0-0,2,35.66207112,-80.09196396,123
07-032-0-000-0044-0-0-0,9.92,35.66124517,-80.08980563,123
07-032-0-000-0049-0-0-0,5.02,35.67482343,-80.09889075,123
07-032-0-000-0050-0-0-0,5.83,35.67568274,-80.10403253,123
07-032-0-000-0052-0-0-0,5.85,35.6760502,-80.10397537,123
07-032-0-000-0057-0-0-0,14,35.66492198,-80.09176821,123
07-032-0-000-0068-0-0-0,4.24,35.66216286,-80.08729435,123
07-032-0-000-0069-a-0-0,1.22,35.66247796,-80.09534188,123
07-032-0-000-0070-e-0-0,11.45,35.66491171,-80.08900791,123
07-032-a-000-0004-0-0-0,2.49,35.67298438,-80.0951765,123
07-033-0-000-0040-0-0-0,21.31,35.67268188,-80.08118526,123
07-033-0-000-0040-a-0-0,1.38,35.67325955,-80.08426579,123
07-035-0-000-0028-0-0-0,45.5,35.65954348,-80.09088992,123
07-025-0-000-0014-c-0-0,33.95,35.67826907,-80.06333264,124
07-025-0-000-0014-d-0-0,1.75,35.67901432,-80.06074079,124
07-025-0-000-0016-0-0-0,2.07,35.67781428,-80.07146705,124
07-025-0-000-0017-0-0-0,2.04,35.67730609,-80.07151376,124
07-025-0-000-0020-0-0-0,6.34,35.67403175,-80.06705005,124
07-025-0-000-0020-b-0-0,7.1,35.6753004,-80.06761641,124
07-025-0-000-0021-b-0-0,1.96,35.67446964,-80.06558874,124
07-032-0-000-0024-a-0-0,4.5,35.660055,-80.08490462,124
07-033-0-000-0003-0-0-0,4,35.66722326,-80.07549787,124
07-033-0-000-0004-d-0-0,2.8,35.66616831,-80.08302812,124
07-033-0-000-0010-0-0-0,70.53,35.65968819,-80.07694472,124
07-033-0-000-0010-a-0-0,10.48,35.65628075,-80.0752471,124
07-033-0-000-0010-b-0-0,5.4,35.65622547,-80.07691014,124
07-033-0-000-0010-c-0-0,5.4,35.65624296,-80.0780939,124
07-033-0-000-0012-c-0-0,10.34,35.66250017,-80.07451348,124
07-033-0-000-0012-d-0-0,2.62,35.6615122,-80.07357709,124
07-033-0-000-0014-a-0-0,21.46,35.67199126,-80.06731967,124
07-033-0-000-0014-b-0-0,25.36,35.6709424,-80.07166861,124
07-033-0-000-0014-c-0-0,25.23,35.67041659,-80.06982266,124
07-033-0-000-0016-0-0-0,94.69,35.67048958,-80.06432948,124
07-033-0-000-0018-0-0-0,25.75,35.66606139,-80.06415249,124
07-033-0-000-0019-b-0-0,4.2,35.66565037,-80.0664523,124
07-033-0-000-0019-g-0-0,4.2,35.66618097,-80.07185333,124
07-033-0-000-0019-j-0-0,7.5,35.6636317,-80.06891364,124
07-033-0-000-0019-k-0-0,5.98,35.66367503,-80.06753668,124
07-033-0-000-0019-l-0-0,12.69,35.66296328,-80.06491721,124
07-033-0-000-0019-m-0-0,12.8,35.66390321,-80.06245106,124
07-033-0-000-0019-p-0-0,11.18,35.66213681,-80.06734168,124
07-033-0-000-0023-a-0-0,12.12,35.65954948,-80.07210748,124
07-033-0-000-0024-b-0-0,4.01,35.65930716,-80.06876976,124
07-033-0-000-0025-0-0-0,32.5,35.66020632,-80.06294762,124
07-033-0-000-0026-0-0-0,21,35.6666907,-80.06151063,124
07-034-0-000-0001-0-0-0,38.23,35.65915407,-80.08171687,124
07-034-0-000-0002-0-0-0,39.23,35.65426342,-80.08093162,124
07-034-0-000-0003-a-0-0,8.84,35.64833366,-80.07263162,124
07-034-0-000-0004-0-0-0,39.47,35.64633813,-80.07456242,124
07-034-0-000-0005-0-0-0,40.81,35.65288425,-80.0764346,124
07-034-0-000-0007-0-0-0,176,35.65550414,-80.0675513,124
07-034-0-000-0016-0-0-0,18.92,35.65660256,-80.08107462,124
0703300000006c,3.5,35.6618998,-80.08310402,124
07-031-0-000-0003-0-0-0,105,35.67213361,-80.13307982,125
07-031-0-000-0004-a-0-0,23.94,35.66834353,-80.13470169,125
07-031-0-000-0004-b-0-0,23.94,35.66825494,-80.13113752,125
07-031-0-000-0005-a-0-0,11.97,35.66658312,-80.12723832,125
07-031-0-000-0006-a-0-0,3.3,35.67154342,-80.12852061,125
07-031-0-000-0025-0-0-0,8.25,35.66798454,-80.12724712,125
07-036-0-000-0001-a-0-0,27.18,35.66253035,-80.13911294,125
07-036-0-000-0002-a-0-0,12,35.65975531,-80.13508848,125
07-036-0-000-0005-0-0-0,28.67,35.65998734,-80.12858275,125
07-036-0-000-0012-q-0-0,5.21,35.65162311,-80.13127413,125
07-036-0-000-0012-r-0-0,3.43,35.65255773,-80.13085221,125
07-036-0-000-0012-s-0-0,4.6,35.6512756,-80.13358836,125
07-036-0-000-0015-b-0-0,12.14,35.64934411,-80.12320004,125
07-036-0-000-0016-0-0-0,4.2,35.65473918,-80.12490109,125
07-036-0-000-0022-0-0-0,22.21,35.66000099,-80.121529,125
07-036-0-000-0023-a-0-0,7.78,35.66270984,-80.1240515,125
07-036-0-000-0033-a-0-0,4.54,35.65275326,-80.11958995,125
07-036-0-000-0036-0-0-0,12.72,35.64925723,-80.12554132,125
07-036-0-000-0038-0-0-0,3.46,35.6536802,-80.1224893,125
07-036-0-000-0039-0-0-0,3.71,35.65801987,-80.12598638,125
07-036-0-000-0047-0-0-0,92.55,35.66461688,-80.13076376,125
07-036-b-000-0015-0-0-0,1.57,35.6550848,-80.1342023,125
07-037-0-000-0003-0-0-0,2.23,35.65414418,-80.145879,125
07-037-0-000-0009-0-0-0,1,35.64998941,-80.14316295,125
07-037-0-000-0021-g-0-0,3.1,35.65371973,-80.13627628,125
09-005-0-000-0003-0-0-0,360.69,35.65579871,-80.14972854,125
09-005-0-000-0006-0-0-0,40.29,35.66154445,-80.15020428,125
09-005-0-000-0009-0-0-0,13.16,35.6646738,-80.14581256,125
09-014-0-000-0020-a-0-0,4.2,35.64654175,-80.14128629,125
07-031-0-000-0014-0-0-0,7,35.67363942,-80.11392097,126
07-031-0-000-0015-0-0-0,6.77,35.67304589,-80.10966685,126
07-031-0-000-0017-0-0-0,13.59,35.66687138,-80.117176,126
07-031-0-000-0020-0-0-0,13.6,35.665019,-80.11315055,126
07-031-0-000-0020-c-0-0,1,35.66945209,-80.11095889,126
07-031-0-000-0020-f-0-0,8.58,35.66868764,-80.11010993,126
07-031-0-000-0020-h-0-0,13.2,35.6668507,-80.11261449,126
07-031-0-000-0020-i-0-0,12.5,35.66597,-80.11284349,126
07-031-0-000-0024-0-0-0,7,35.67360131,-80.11509517,126
07-031-0-000-0029-0-0-0,5.73,35.67516244,-80.11441765,126
07-032-0-000-0001-0-0-0,60.75,35.67567761,-80.11021182,126
07-032-0-000-0022-0-0-0,2,35.66263723,-80.09885827,126
07-032-0-000-0028-0-0-0,80.46,35.66872291,-80.10436944,126
07-032-b-000-0077-b-0-0,28.29,35.66478864,-80.10154559,126
07-032-b-000-0081-c-0-0,5.65,35.66576639,-80.10594341,126
07-032-b-000-0082-d-0-0,1,35.66303081,-80.10508744,126
07-032-b-000-0083-c-0-0,5.11,35.66351261,-80.10586044,126
07-032-c-000-0001-0-0-0,3.23,35.66074065,-80.09820858,126
07-035-0-000-0001-0-0-0,21.73,35.65715371,-80.10856215,126
07-035-0-000-0001-a-0-0,6.7,35.65646414,-80.10637921,126
07-035-0-000-0015-0-0-0,21.65,35.65029294,-80.10234203,126
07-035-0-000-0016-0-0-0,2,35.65317969,-80.10112948,126
07-035-0-000-0017-0-0-0,14.24,35.65420862,-80.1019486,126
07-035-0-000-0018-a,8.97,35.65443,-80.097267,126
07-035-0-000-0019-0-0-0,3.07,35.65545531,-80.1026397,126
07-035-0-000-0021-0-0-0,5.94,35.6570885,-80.10142189,126
07-035-a-000-0002-0-0-0,9.94,35.66045575,-80.10731743,126
07-035-a-000-0004-0-0-0,13.89,35.66091747,-80.10539931,126
07-035-a-000-0007-0-0-0,4.5,35.66107448,-80.10399238,126
07-035-a-000-0015-0-0-0,7.54,35.66105394,-80.0992337,126
07-035-b-000-0016-0-0-0,1,35.65738172,-80.09810481,126
07-036-0-000-0024-a-0-0,2.31,35.66353414,-80.11957159,126
07-036-0-000-0025-e-0-0,9.6,35.66288688,-80.1104003,126
07-036-0-000-0029-0-0-0,161.17,35.65486377,-80.11509862,126
07-036-0-000-0042-0-0-0,1.27,35.66147507,-80.11259043,126
07-036-0-000-0046-0-0-0,5.48,35.65972455,-80.11039188,126
07-036-0-000-0048-a-0-0,2.23,35.66039755,-80.11375318,126
07-034-0-000-0019-a-0-0,18,35.65053156,-80.08076234,127
07-034-0-000-0021-0-0-0,3.75,35.64754404,-80.07729501,127
07-035-0-000-0015-a-0-0,115.6,35.64895217,-80.09679946,127
07-035-0-000-0029-0-0-0,111.32,35.65383202,-80.09137696,127
07-035-0-000-0030-0-0-0,47.49,35.64740799,-80.08873405,127
07-035-0-000-0030-a-0-0,3.46,35.64621711,-80.08712497,127
07-035-0-000-0038-0-0-0,6.49,35.64591552,-80.09169599,127
07-039-0-000-0019-0-0-0,18.72,35.64416642,-80.10084287,127
07-039-0-000-0020-0-0-0,24,35.6412276,-80.09736959,127
07-039-0-000-0022-0-0-0,15.91,35.64048388,-80.09494808,127
07-039-0-000-0022-d-0-0,2.73,35.643512,-80.09496716,127
07-039-0-000-0025-b-0-0,10.41,35.64506661,-80.08552912,127
07-039-0-000-0026-a-0-0,6.25,35.64475087,-80.08202931,127
07-039-0-000-0029-0-0-0,3.97,35.63731385,-80.090607,127
07-039-0-000-0029-d-0-0,16.43,35.63664594,-80.0845372,127
07-039-0-000-0029-e-0-0,5.2,35.63815741,-80.08809284,127
07-039-0-000-0029-g-0-0,5.2,35.63857463,-80.08878925,127
07-039-0-000-0029-j-0-0,1.25,35.63660452,-80.08946217,127
07-039-0-000-0029-k-0-0,0.96,35.63640608,-80.08881551,127
07-039-0-000-0029-n,1.59,35.635338,-80.084439,127
07-039-0-000-0030-0-0-0,2.38,35.64135663,-80.09040574,127
07-039-0-000-0035-a-0-0,6.04,35.63807133,-80.09281703,127
07-039-0-000-0038-0-0-0,57.5,35.6323364,-80.09484986,127
07-039-0-000-0041-0-0-0,1.05,35.632607,-80.08885682,127
07-039-0-000-0070-b-0-0,6.91,35.64209352,-80.10145756,127
07-039-0-000-0087-0-0-0,3.46,35.64634764,-80.08782182,127
07-039-0-000-0090-0-0-0,10,35.64415407,-80.09779586,127
07-039-0-000-0090-b-0-0,5.11,35.6439436,-80.09667772,127
07-039-0-000-0090-c-0-0,2.11,35.64483751,-80.09534123,127
07-039-b-00a-0088-0-0-0,0.8,35.63811156,-80.09818907,127
07-039-b-00a-0104-0-0-0,0.5,35.63901297,-80.09616318,127
07-039-b-00c-0027-0-0-0,0.577,35.63705027,-80.09729352,127
07-039-b-00c-0050-0-0-0,1,35.637943,-80.09549484,127
07-039-b-00c-0060-0-0-0,0.937,35.63624113,-80.09785296,127
07-039-b-00d-0010-0-0-0,0.915,35.63565508,-80.09913007,127
07-039-b-00d-0018-0-0-0,0.915,35.63563587,-80.09845737,127
07-039-b-00d-0097-0-0-0,1,35.63517703,-80.09172519,127
07-039-c-001-0067-0-0-0,1,35.63652813,-80.09181402,127
07-039-c-002-0025-0-0-0,1.38,35.63498751,-80.09502779,127
07-039-c-002-0051-0-0-0,1,35.63491691,-80.09254716,127
07-039-c-002-0072-0-0-0,3.9,35.63424282,-80.09303041,127
07-039-c-002-0106-0-0-0,1.49,35.63430119,-80.09500793,127
07-039-d-000-0001-0-0-0,2.25,35.63527794,-80.10062452,127
07-039-d-000-0044-0-0-0,1,35.63437683,-80.09757261,127
07-039-d-000-0069-0-0-0,1,35.63507335,-80.09801294,127
07-039-d-000-0082-0-0-0,0.921,35.63509882,-80.09889583,127
07-039-d-000-0090-0-0-0,1,35.63512066,-80.09965262,127
07-039-e-000-0007-0-0-0,1.034,35.64112953,-80.09311803,127
07-039-e-000-0024-0-0-0,0.9,35.64306853,-80.09268437,127
07-039-e-000-0026-0-0-0,0.919,35.64251971,-80.09261288,127
07-039-e-000-0032-0-0-0,0.5,35.64216845,-80.0918942,127
07-039-e-000-0034-0-0-0,0.505,35.64275376,-80.09196571,127
07-039-e-000-0040-0-0-0,0.679,35.64171283,-80.09103849,127
07-039-e-000-0046-0-0-0,0.918,35.64371175,-80.09121649,127
07-040-0-000-0001-a-0-0,2.04,35.64233023,-80.07952368,127
07-040-0-000-0001-b-0-0,1.31,35.64353594,-80.08075149,127
07-040-0-000-0003-0-0-0,52.91,35.62991183,-80.08181255,127
07-040-0-000-0003-b-0-0,3.02,35.6337498,-80.08300409,127
07-040-0-000-0018-0-0-0,32,35.63964686,-80.08495763,127
07-040-0-000-0019-0-0-0,27,35.63969677,-80.08240426,127
07-042-0-000-0019-0-0-0,43.24,35.62654932,-80.09300384,127
07-042-0-000-0019-b-0-0,10.29,35.62513501,-80.09048309,127
07-042-0-000-0020-0-0-0,22.89,35.62856597,-80.09059142,127
07-042-0-000-0020-e-0-0,10.01,35.62977862,-80.08688118,127
07-042-0-000-0020-f-0-0,10,35.62880042,-80.08723987,127
07-042-0-000-0020-i-0-0,7.27,35.62434276,-80.0881636,127
07-042-0-000-0020-j-0-0,7.45,35.62446502,-80.08921776,127
07-047-0-099-0011-0-0-0,0.88,35.63649674,-80.10118368,127
07-036-0-000-0033-c-0-0,7.36,35.65062333,-80.11668504,128
07-038-0-000-0022-0-0-0,9.52,35.64190436,-80.12159552,128
07-038-0-000-0026-0-0-0,13.53,35.64894496,-80.11963634,128
07-038-0-000-0026-b-0-0,14.87,35.64548641,-80.11962093,128
07-038-0-000-0028-0-0-0,7.26,35.64925908,-80.11630981,128
07-038-0-000-0031-0-0-0,8.86,35.64528819,-80.11777364,128
07-038-0-000-0034-0-0-0,15,35.64185983,-80.11899681,128
07-038-0-000-0046-0-0-0,1.47,35.64124743,-80.1129031,128
07-038-0-000-0049-0-0-0,1.63,35.64222077,-80.11415398,128
07-038-0-000-0050-0-0-0,36.61,35.64724299,-80.11339787,128
07-038-0-000-0052-0-0-0,1,35.64230738,-80.11343361,128
07-038-0-000-0060-0-0-0,0.66,35.63982518,-80.11561289,128
07-038-0-000-0087-0-0-0,0.87,35.64188718,-80.11397915,128
07-038-0-000-0089-0-0-0,2.22,35.64142027,-80.11436752,128
07-038-b-000-0009-0-0-0,0.968,35.64417379,-80.11325318,128
07-038-b-000-0035-0-0-0,1.21,35.64603274,-80.11334031,128
07-038-b-000-0045-0-0-0,1.95,35.64680701,-80.11317089,128
07-038-b-000-0092-0-0-0,2.27,35.6458238,-80.11171457,128
07-038-b-000-0109-0-0-0,1.5,35.6448945,-80.11134383,128
07-038-d-000-0001-0-0-0,0.976,35.63558002,-80.12302207,128
07-038-d-000-0018-0-0-0,0.471,35.64032404,-80.12413035,128
07-038-d-000-0025-0-0-0,0.943,35.64280513,-80.12404607,128
07-038-d-000-0041-0-0-0,0.495,35.63951679,-80.12369699,128
07-038-d-000-0042-0-0-0,0.54,35.63957324,-80.12329728,128
07-038-d-000-0061-0-0-0,0.467,35.63741006,-80.12263809,128
07-038-d-000-0075-0-0-0,0.487,35.63694029,-80.12175258,128
07-038-d-000-0078-0-0-0,0.695,35.63673492,-80.12030185,128
07-038-d-000-0107-0-0-0,0.913,35.63921974,-80.12021745,128
07-038-d-000-0116-0-0-0,0.535,35.63989323,-80.12225512,128
07-039-0-000-0003-0-0-0,2.26,35.64657788,-80.10776116,128
07-039-0-000-0005-0-0-0,1.62,35.64613129,-80.10967879,128
07-039-0-000-0006-b-0-0,0.82,35.64544091,-80.11013713,128
07-039-0-000-0007-0-0-0,8.16,35.64408067,-80.10863895,128
07-039-0-000-0009-0-0-0,22.29,35.64177209,-80.1097762,128
07-039-0-000-0010-0-0-0,5.32,35.64034501,-80.11051379,128
07-039-0-000-0013-0-0-0,5.09,35.64197089,-80.10371084,128
07-039-0-000-0013-a-0-0,3.38,35.64047948,-80.10424344,128
07-039-0-000-0014-a-0-0,3.46,35.63891357,-80.10529324,128
07-039-0-000-0049-0-0-0,4,35.63965993,-80.10725247,128
07-039-0-000-0067-0-0-0,3.04,35.64017724,-80.10811444,128
07-039-0-000-0070-0-0-0,4.2,35.64220553,-80.10281515,128
07-039-0-000-0078-0-0-0,4.36,35.63450307,-80.10292963,128
07-039-0-000-0094-0-0-0,4.46,35.64258614,-80.10636642,128
07-039-a-000-0011-0-0-0,0.593,35.63958916,-80.10912223,128
07-039-g-000-0003-0-0-0,0.88,35.64717314,-80.10901898,128
07-044-0-018-0002-0-0-0,0.772,35.63512641,-80.1203167,128
07-044-0-018-0006-0-0-0,0.599,35.63583345,-80.12047684,128
07-044-0-063-0019-0-0-0,4.48,35.63796591,-80.1177883,128
07-044-0-063-0026-a-0-0,2.6,35.63522571,-80.12214162,128
07-044-0-063-0028-0-0-0,1.52,35.63700804,-80.11855629,128
07-044-0-063-0029-0-0-0,0.74,35.63643895,-80.11834224,128
07-045-0-079-0016-0-0-0,0.586,35.63972391,-80.11144437,128
07-047-0-096-0032-0-0-0,0.9,35.63567155,-80.10645126,128
07-047-0-099-0001-0-0-0,1.38,35.63687995,-80.10414725,128
07-047-0-099-0012-b-0-0,18.5,35.63840033,-80.10279512,128
07-048-0-085-0006-0-0-0,0.782,35.6350959,-80.11020302,128
07-048-0-086-0073-0-0-0,0.517,35.63713976,-80.10989464,128
07-048-0-089-0011-0-0-0,0.622,35.63679866,-80.10870677,128
07-048-0-089-0012-b-0-0,0.618,35.63679409,-80.10916118,128
07-048-0-090-0001-0-0-0,1,35.63513778,-80.10894536,128
07-048-0-090-0015-0-0-0,0.673,35.63560053,-80.10911521,128
07-048-0-092-0104-0-0-0,0.882,35.63451441,-80.10787271,128
07-048-0-098-0135-0-0-0,0.573,35.63465796,-80.10522887,128
07-050-0-053-0013-a-0-0,1.3,35.63279669,-80.11734031,128
07-050-a-000-0011-0-0-0,0.491,35.63424595,-80.12191325,128
07-051-0-047-0009-0-0-0,0.421,35.6333404,-80.11102049,128
07-051-0-048-0005-0-0-0,0.588,35.6324394,-80.11230216,128
07-051-0-049-0001-b-0-0,0.637,35.63270111,-80.11475577,128
07-051-0-050-0001-0-0-0,1,35.63165975,-80.11399905,128
07-052-0-045-0005-0-0-0,0.848,35.63298545,-80.10735209,128
07-053-0-018-0001-0-0-0,2,35.62829206,-80.10819829,128
07-054-0-030-0001-0-0-0,2.839,35.6261615,-80.11566525,128
07-054-0-031-0004-0-0-0,1,35.62597047,-80.11441935,128
07-055-0-012-0010-0-0-0,0.604,35.62827013,-80.11651612,128
07-055-0-021-0001-a-0-0,0.603,35.62716441,-80.11654875,128
07-055-0-021-0003-0-0-0,2.08,35.62732323,-80.11718291,128
07-037-0-000-0019-0-0-0,34.7,35.64494285,-80.1370701,129
07-037-0-000-0029-0-0-0,0.79,35.64269988,-80.13896659,129
07-038-0-000-0006-0-0-0,1.5,35.63642886,-80.13251953,129
07-038-0-000-0007-0-0-0,1.5,35.63641453,-80.13221712,129
07-038-0-000-0008-0-0-0,1.5,35.63639949,-80.13191467,129
07-038-0-000-0009-0-0-0,6.05,35.63623088,-80.134546,129
07-038-0-000-0009-b-0-0,23.65,35.63970944,-80.13526792,129
07-038-0-000-0017-0-0-0,9.09,35.63579171,-80.12677342,129
07-038-0-000-0065-0-0-0,4.79,35.63594175,-80.13364868,129
07-038-0-000-0068-0-0-0,1.55,35.63687825,-80.12538803,129
07-038-0-000-0074-0-0-0,1.16,35.63690256,-80.12652401,129
07-038-0-000-0094-0-0-0,1.85,35.63792902,-80.12536107,129
07-038-0-000-0094-a-0-0,3.31,35.6379802,-80.12718246,129
07-038-0-000-0096-a-0-0,4.33,35.63911389,-80.12757717,129
07-038-0-000-0097-a-0-0,4.33,35.63966404,-80.12755609,129
07-038-0-000-0098-a-0-0,4.36,35.64021357,-80.12753164,129
07-038-0-000-0100-0-0-0,1.96,35.63787332,-80.12884647,129
07-038-a-00a-0010-0-0-0,0.688,35.63636133,-80.12861928,129
07-038-a-00a-0026-0-0-0,0.681,35.63744724,-80.12854708,129
07-038-c-000-0002-0-0-0,0.554,35.63411576,-80.12643804,129
07-038-c-000-0005-0-0-0,0.542,35.63440121,-80.12801697,129
07-038-c-000-0006-0-0-0,0.535,35.63445972,-80.12835511,129
07-038-c-000-0007-0-0-0,0.55,35.6345156,-80.12868557,129
07-038-c-000-0008-0-0-0,0.572,35.63462159,-80.12934837,129
07-038-c-000-0009-0-0-0,0.576,35.634671,-80.12968118,129
07-038-c-000-0020-0-0-0,0.741,35.63384337,-80.12831145,129
07-038-c-000-0043-a-0-0,1.007,35.63332191,-80.13110687,129
07-043-0-000-0004-0-0-0,3,35.63010275,-80.12323613,129
07-043-0-000-0012-0-0-0,1.21,35.6263398,-80.12762841,129
07-043-0-000-0013-0-0-0,1.25,35.62671547,-80.12708504,129
07-043-0-000-0015-0-0-0,9.9,35.62613585,-80.12645368,129
07-043-0-000-0023-b-0-0,19.87,35.62608972,-80.12317711,129
07-043-0-000-0024-0-0-0,26.93,35.62270551,-80.12225955,129
07-043-0-000-0062-0-0-0,3.51,35.63073647,-80.13050458,129
07-043-0-000-0063-0-0-0,10.85,35.63186256,-80.13146867,129
07-043-0-000-0064-0-0-0,11.15,35.63272712,-80.131329,129
07-043-b-000-0009-0-0-0,0.687,35.63174626,-80.12705419,129
07-043-b-000-0010-0-0-0,0.673,35.63177772,-80.12765871,129
07-043-b-000-0036-0-0-0,0.608,35.63004353,-80.12817316,129
07-043-b-000-0038-0-0-0,0.888,35.63006984,-80.12712522,129
07-043-b-000-0041-0-0-0,0.834,35.63001707,-80.12585192,129
09-014-0-000-0013-0-0-0,34.73,35.63473942,-80.14924954,129
09-014-0-000-0017-0-0-0,37.29,35.63966493,-80.14826998,129
09-014-0-000-0021-0-0-0,85.58,35.64287802,-80.14473323,129
09-014-0-000-0021-a-0-0,11.02,35.64257805,-80.14804547,129
09-014-0-000-0024-0-0-0,21.62,35.63288369,-80.14503414,129
09-014-0-000-0024-b-0-0,83.82,35.63594868,-80.14131339,129
09-014-0-000-0024-c-0-0,5,35.63476715,-80.1433917,129
09-014-0-000-0035-0-0-0,26.74,35.63782695,-80.14687226,129
09-014-0-000-0045-0-0-0,12.41,35.64485902,-80.14149433,129
09-015-0-000-0001-c,1.95,35.630379,-80.14875,129
09-015-0-000-0003-a-0-0,1.46,35.62918683,-80.14037736,129
09-015-0-000-0009-c-0-0,0.99,35.63500625,-80.13680359,129
09-015-0-000-0016-0-0-0,38.47,35.62709971,-80.13099651,129
09-015-0-000-0020-0-0-0,75.33,35.62258303,-80.12742023,129
09-015-0-000-0026-b-0-0,3.39,35.63270342,-80.13777773,129
09-015-0-000-0027-0-0-0,25.59,35.63036366,-80.13846124,129
09-015-0-000-0029-0-0-0,1,35.63492688,-80.13520972,129
09-015-0-000-0030-0-0-0,38.76,35.62708283,-80.13351989,129
09-015-0-000-0033-0-0-0,12.05,35.62819662,-80.136597,129
09-015-0-000-0035-0-0-0,2.84,35.62545938,-80.14080282,129
09-016-0-000-0003-b-0-0,7,35.62010652,-80.13736666,129
09-016-0-000-0009-b-0-0,4.97,35.62213734,-80.13951858,129
09-016-0-000-0009-c-0-0,3.83,35.6212873,-80.13945955,129
09-016-0-000-0011-0-0-0,1.44,35.62376529,-80.13796282,129
09-016-0-000-0012-0-0-0,1.3,35.62373951,-80.13745686,129
09-016-0-000-0013-0-0-0,1.48,35.62367677,-80.1368689,129
09-016-0-000-0014-0-0-0,2.26,35.62305068,-80.13736518,129
09-016-0-000-0015-0-0-0,2.26,35.62259718,-80.13735985,129
09-017-0-000-0005-0-0-0,64.28,35.62052655,-80.14467838,129
09-017-a-000-0007-z,0.88,35.626819,-80.145759,129
09-029-0-000-0011-0-0-0,27,35.61531321,-80.14106858,129
0901400000024g,9,35.63464412,-80.14094528,129
07-040-0-000-0011-0-0-0,22.31,35.63060049,-80.06491527,130
07-040-0-000-0011-d-0-0,3.19,35.63224564,-80.06703988,130
07-040-0-000-0015-0-0-0,23.84,35.62892026,-80.06298616,130
07-041-0-000-0002-e-0-0,5.6,35.61773452,-80.08611199,130
07-041-0-000-0002-g-0-0,10.94,35.61529572,-80.08599985,130
07-041-0-000-0002-k-0-0,6,35.61783501,-80.08459884,130
07-041-0-000-0002-l-0-0,1.64,35.62043167,-80.08393915,130
07-041-0-000-0009-b-0-0,94.14,35.61966544,-80.06797716,130
07-041-0-000-0009-c-0-0,42.07,35.62359882,-80.06474083,130
07-041-0-000-0009-d-0-0,2.07,35.61873183,-80.07413296,130
07-041-0-000-0009-e-0-0,47.05,35.6235919,-80.06970057,130
07-041-0-000-0017-0-0-0,32.57,35.61632849,-80.07614932,130
07-041-0-000-0018-0-0-0,10,35.61607223,-80.07054376,130
07-041-0-000-0019-0-0-0,18.52,35.61565547,-80.06871866,130
07-041-0-000-0026-0-0-0,4.22,35.62084951,-80.07945765,130
07-041-0-000-0026-b-0-0,2.44,35.61548964,-80.08121658,130
07-041-0-000-0027-0-0-0,5.34,35.61843967,-80.07988984,130
07-041-0-000-0028-0-0-0,2.38,35.61622621,-80.08111349,130
07-041-b-000-0003-0-0-0,2.98,35.62031007,-80.08192569,130
07-041-b-000-0005-0-0-0,3.19,35.61925525,-80.08231162,130
07-041-b-000-0009-0-0-0,3.3,35.61648304,-80.08305094,130
07-041-b-000-0010-0-0-0,3.22,35.61580576,-80.08317119,130
07-042-0-000-0020-b-0-0,27.95,35.62498972,-80.08057277,130
07-042-0-000-0020-h-0-0,7.71,35.62420027,-80.08704661,130
10-002-0-000-0014-0-0-0,40,35.61469491,-80.09099521,130
10-002-0-000-0015-0-0-0,41.5,35.60916574,-80.08802176,130
10-002-0-000-0015-a-0-0,41.4,35.60983608,-80.09102601,130
10-002-0-000-0016-0-0-0,101.5,35.60519737,-80.09055048,130
10-003-0-000-0005-a-0-0,16.35,35.61050664,-80.07844897,130
10-003-0-000-0005-c-0-0,13.28,35.60826047,-80.07852887,130
10-003-0-000-0006-0-0-0,11.55,35.60945179,-80.06522829,130
10-003-0-000-0006-b-0-0,25.11,35.60770178,-80.07047382,130
10-003-0-000-0010-0-0-0,3.42,35.61218512,-80.08322728,130
10-003-0-000-0010-d-0-0,3.29,35.61174183,-80.08335827,130
10-003-0-000-0013-0-0-0,2.95,35.61267214,-80.08293059,130
10-004-0-000-0001-d-0-0,51.48,35.60671696,-80.07559405,130
10-004-0-000-0002-b-0-0,1.34,35.60364313,-80.08003806,130
10-004-0-000-0003-0-0-0,25.37,35.59994083,-80.08216422,130
10-004-0-000-0003-b-0-0,3.34,35.60043814,-80.07910414,130
10-004-0-000-0003-d-0-0,1.09,35.60121187,-80.07955465,130
10-004-0-000-0004-0-0-0,65.53,35.59571511,-80.08608981,130
10-004-0-000-0005-0-0-0,28.03,35.59806444,-80.07938643,130
10-004-0-000-0007-a-0-0,13.39,35.59295822,-80.08001565,130
10-004-0-000-0008-0-0-0,18,35.59364898,-80.07202499,130
10-004-0-000-0009-a-0-0,40,35.59575729,-80.06987172,130
10-004-0-000-0010-b-0-0,4.75,35.60261645,-80.0671158,130
10-009-0-000-0007-b-0-0,1.14,35.59231479,-80.07135039,130
